index,whisky,score,reviews,cost,class,cluster,country,type
1261,"Buffalo Trace Experimental Collection 12yo floor #1 (rye, 2014)",8.74,3,5,Bourbon-like,R1,USA,Bourbon
1262,Blanton's Gold Kentucky Straight Bourbon,8.73,16,4,Bourbon-like,R2,USA,Bourbon
1263,Elmer T. Lee Single Barrel Bourbon,8.73,15,3,Bourbon-like,R2,USA,Bourbon
1264,Orphan Barrel Barterhouse Bourbon 20yo,8.73,14,5,Bourbon-like,R1,USA,Bourbon
1265,Yellowstone 2016 Limited Edition,8.73,3,5,Bourbon-like,R3,USA,Bourbon
1266,Old Weller Antique 107,8.71,15,2,Bourbon-like,R0,USA,Bourbon
1267,Wild Turkey Rare Breed,8.71,20,3,Bourbon-like,R2,USA,Bourbon
1268,Woodford Reserve Double Oaked,8.71,14,4,Bourbon-like,R2,USA,Bourbon
1269,Barton 1792 Full Proof Bourbon,8.7,6,3,Bourbon-like,R2,USA,Bourbon
1270,Elijah Craig 18yo,8.7,12,5,Bourbon-like,R1,USA,Bourbon
1271,Four Roses Single Barrel Bourbon,8.7,21,3,Bourbon-like,R3,USA,Bourbon
1272,Barton 1792 Single Barrel Bourbon,8.68,5,3,Bourbon-like,R2,USA,Bourbon
1273,Van Winkle Special Reserve 12yo Lot B,8.68,9,6,Bourbon-like,R0,USA,Bourbon
1274,Barton 1792 High Rye Bourbon,8.67,4,3,Bourbon-like,R3,USA,Bourbon
1275,Evan Williams Single Barrel,8.67,18,2,Bourbon-like,R1,USA,Bourbon
1276,Elijah Craig 12yo,8.66,24,2,Bourbon-like,R1,USA,Bourbon
1277,Maker's Mark 46,8.66,21,3,Bourbon-like,R0,USA,Bourbon
1278,Barton 1792 Sweet Wheat Bourbon,8.65,8,4,Bourbon-like,R0,USA,Bourbon
1279,Blanton's Single Barrel Bourbon,8.65,22,3,Bourbon-like,R2,USA,Bourbon
1280,Jim Beam Single Barrel,8.64,4,2,Bourbon-like,R2,USA,Bourbon
1281,Old Grand-Dad Bourbon 114,8.63,12,2,Bourbon-like,R3,USA,Bourbon
1282,Willett Pot Still Reserve,8.63,9,3,Bourbon-like,R2,USA,Bourbon
1283,Colonel EH Taylor Small Batch (BiB),8.62,14,4,Bourbon-like,R1,USA,Bourbon
1284,Eagle Rare 10yo,8.6,24,2,Bourbon-like,R1,USA,Bourbon
1285,Knob Creek Small Batch 9yo Bourbon,8.6,23,2,Bourbon-like,R2,USA,Bourbon
1286,Stranahan's Colorado Whiskey,8.6,14,4,Bourbon-like,R0,USA,Bourbon
1287,Ancient Age 10yo Kentucky Straight Bourbon,8.59,5,0,Bourbon-like,R2,USA,Bourbon
1288,Corner Creek Reserve Bourbon,8.59,8,2,Bourbon-like,R2,USA,Bourbon
1289,Jack Daniel's Master Distiller (all series),8.59,5,2,Bourbon-like,R1,USA,Bourbon
1290,Buffalo Trace Bourbon,8.57,24,2,Bourbon-like,R1,USA,Bourbon
1291,Jefferson's Reserve Very Old Kentucky Straight Bourbon,8.57,8,3,Bourbon-like,R3,USA,Bourbon
1292,Koval Single Barrel Bourbon,8.57,8,3,Bourbon-like,R0,USA,Bourbon
1293,Koval Single Barrel Four Grain,8.57,5,4,Bourbon-like,R0,USA,Grain
1294,Russell's Reserve Small Batch 10yo Bourbon,8.57,15,2,Bourbon-like,R2,USA,Bourbon
1295,Ezra Brooks 7yo Old Ezra 101,8.56,4,2,Bourbon-like,R1,USA,Bourbon
1296,Bulleit Bourbon Barrel Strength,8.55,9,4,Bourbon-like,R3,USA,Bourbon
1297,Stagg Jr (all batches),8.54,19,4,Bourbon-like,R1,USA,Bourbon
1298,Barton 1792 Port Finished Bourbon,8.53,8,3,Bourbon-like,R2,USA,Bourbon
1299,Barton 1792 Small Batch Bourbon,8.53,18,2,Bourbon-like,R2,USA,Bourbon
1300,FEW Bourbon,8.53,10,3,Bourbon-like,R3,USA,Bourbon
1301,Jefferson's Ocean,8.53,6,2,Bourbon-like,R3,USA,Bourbon
1302,Willett Family Estate 9yo Bourbon,8.53,4,4,Bourbon-like,R2,USA,Bourbon
1303,Jim Beam 12yo Signature Craft,8.51,11,2,Bourbon-like,R2,USA,Bourbon
1304,Four Roses Small Batch Bourbon,8.5,16,2,Bourbon-like,R3,USA,Bourbon
1305,Smooth Ambler Old Scout 7yo Bourbon,8.5,12,3,Bourbon-like,R3,USA,Bourbon
1306,Bulleit 10yo,8.49,16,3,Bourbon-like,R3,USA,Bourbon
1307,Jim Beam Distillers Masterpiece PX Sherry Cask Finish,8.49,6,5,Bourbon-like,R2,USA,Bourbon
1308,Jack Daniel's Single Barrel,8.48,17,3,Bourbon-like,R1,USA,Bourbon
1309,Jim Beam Bonded,8.47,11,2,Bourbon-like,R2,USA,Bourbon
1310,Parkeräó»s Heritage 9th 8yo Malt Whiskey,8.47,6,5,Bourbon-like,R1,USA,Bourbon
1311,Angel's Envy Bourbon (Port-finished),8.46,15,3,Bourbon-like,R2,USA,Bourbon
1312,Wild Turkey Forgiven,8.46,9,3,Bourbon-like,R2,USA,Bourbon
1313,Bernheim Original Straight Wheat 7yo Small Batch,8.45,19,2,Bourbon-like,R0,USA,Wheat
1314,Michter's Small Batch US*1 Bourbon,8.45,14,3,Bourbon-like,R1,USA,Bourbon
1315,Wild Turkey 101 Bourbon,8.44,22,2,Bourbon-like,R2,USA,Bourbon
1316,Smooth Ambler Contradiction Bourbon,8.43,4,4,Bourbon-like,R2,USA,Bourbon
1317,Michter's Toasted Barrel,8.42,6,4,Bourbon-like,R1,USA,Bourbon
1318,Old Grand-Dad Bourbon 100 BiB,8.4,11,2,Bourbon-like,R3,USA,Bourbon
1319,Very Old Barton 6yo BiB,8.4,5,2,Bourbon-like,R2,USA,Bourbon
1320,Old Fitzgerald Kentucky Straight Bourbon,8.39,6,2,Bourbon-like,R0,USA,Bourbon
1321,Old Forester Signature (100 Proof),8.39,10,2,Bourbon-like,R2,USA,Bourbon
1322,Very Old Barton 6yo,8.39,8,0,Bourbon-like,R2,USA,Bourbon
1323,W.L. Weller Special Reserve,8.39,13,0,Bourbon-like,R0,USA,Bourbon
1324,Woodford Reserve Distiller's Select,8.39,22,2,Bourbon-like,R2,USA,Bourbon
1325,Smooth Ambler Old Scout 10yo Bourbon,8.38,4,4,Bourbon-like,R3,USA,Bourbon
1326,Stagg Jr (batches 1-2),8.38,15,4,Bourbon-like,R1,USA,Bourbon
1327,Basil Haydenäó»s Kentucky Bourbon,8.37,17,3,Bourbon-like,R3,USA,Bourbon
1328,Bulleit Bourbon,8.37,24,2,Bourbon-like,R3,USA,Bourbon
1329,Heaven Hill 6yo BiB,8.37,8,0,Bourbon-like,R1,USA,Bourbon
1330,Parkeräó»s Heritage 10th 24yo Kentucky Straight Bourbon,8.36,7,6,Bourbon-like,R1,USA,Bourbon
1331,Larceny Small Batch Bourbon,8.35,11,2,Bourbon-like,R0,USA,Bourbon
1332,Yellowstone 2015 Limited Edition,8.35,4,5,Bourbon-like,R3,USA,Bourbon
1333,Old Forester 1870 Original Batch,8.34,3,3,Bourbon-like,R2,USA,Bourbon
1334,Balcones Baby Blue,8.32,11,4,Bourbon-like,R0,USA,Whiskey
1335,Evan Williams Bottled in Bond (White label),8.31,12,0,Bourbon-like,R1,USA,Bourbon
1336,High West American Prairie,8.3,7,3,Bourbon-like,R3,USA,Bourbon
1337,Elijah Craig Small Batch (NAS),8.28,4,2,Bourbon-like,R1,USA,Bourbon
1338,Michter's Sour Mash,8.28,3,3,Bourbon-like,R1,USA,Bourbon
1339,Old Forester 1897 BiB,8.27,5,3,Bourbon-like,R2,USA,Bourbon
1340,George Dickel No.12,8.25,18,2,Bourbon-like,R1,USA,Bourbon
1341,Jim Beam Black Label,8.24,16,0,Bourbon-like,R2,USA,Bourbon
1342,Maker's Mark,8.23,26,2,Bourbon-like,R0,USA,Bourbon
1343,Bib & Tucker 6yo Bourbon,8.22,4,3,Bourbon-like,R3,USA,Bourbon
1344,Four Roses (Yellow Label),8.2,12,0,Bourbon-like,R3,USA,Bourbon
1345,Evan Williams (Black Label),8.19,16,0,Bourbon-like,R1,USA,Bourbon
1346,Jim Beam Double Oak,8.19,7,2,Bourbon-like,R2,USA,Bourbon
1347,Heaven Hill Trybox Series New Make,8.18,3,0,Bourbon-like,R1,USA,Bourbon
1348,Evan Williams 1783 Small Batch,8.17,4,0,Bourbon-like,R1,USA,Bourbon
1349,Koval Single Barrel Millet Whiskey,8.17,5,3,Bourbon-like,R0,USA,Grain
1350,Yellowstone Select,8.16,5,3,Bourbon-like,R3,USA,Bourbon
1351,Blanton's Special Reserve,8.14,6,3,Bourbon-like,R2,USA,Bourbon
1352,Tincup American Whiskey,8.14,8,2,Bourbon-like,R3,USA,Bourbon
1353,Old Forester,8.09,12,2,Bourbon-like,R2,USA,Bourbon
1354,Wild Turkey 81 Bourbon,8.09,16,0,Bourbon-like,R2,USA,Bourbon
1355,Jim Beam Devil's Cut,8.08,17,0,Bourbon-like,R2,USA,Bourbon
1356,Henry McKenna Straight Bourbon,8.07,3,0,Bourbon-like,R1,USA,Bourbon
1357,Jack Daniel's No. 27 Gold Double Barrelled,8.05,3,4,Bourbon-like,R1,USA,Bourbon
1358,66 Gilead The Wild Oak,8.02,6,2,Bourbon-like,N,Canada,Blend
1359,Old Grand-Dad Bourbon (80/86 Proof),8,12,2,Bourbon-like,R3,USA,Bourbon
1360,Jack Daniel's Old No. 7,7.95,16,2,Bourbon-like,R1,USA,Bourbon
1361,Mellow Corn BiB,7.93,14,0,Bourbon-like,R1,USA,Bourbon
1362,Old Fitzgerald BiB,7.93,7,3,Bourbon-like,R0,USA,Bourbon
1363,Jefferson's Very Small Batch Bourbon,7.92,8,2,Bourbon-like,R3,USA,Bourbon
1364,Redemption High Rye Bourbon,7.92,5,2,Bourbon-like,R3,USA,Bourbon
1365,Smooth Ambler Old Scout Yearling Bourbon,7.88,3,3,Bourbon-like,R0,USA,Bourbon
1366,Ezra Brooks Black Label,7.86,5,0,Bourbon-like,R1,USA,Bourbon
1367,Jack Daniel's Gentleman Jack,7.86,14,2,Bourbon-like,R1,USA,Bourbon
1368,Heaven Hill Old Syle Bourbon (white label),7.85,5,0,Bourbon-like,R1,USA,Bourbon
1369,Ancient Age Kentucky Straight Bourbon,7.81,8,0,Bourbon-like,R2,USA,Bourbon
1370,Ezra B 12yo Single Barrel,7.7,4,3,Bourbon-like,R1,USA,Bourbon
1371,Jim Beam Distillers Series,7.69,4,2,Bourbon-like,R2,USA,Bourbon
1372,Jim Beam White Label,7.67,19,0,Bourbon-like,R2,USA,Bourbon
1373,Rebel Yell Kentucky Bourbon,7.47,12,0,Bourbon-like,R0,USA,Bourbon
1374,Jim Beam Red Stag (Black Cherry),7.44,4,0,Bourbon-like,N,USA,Flavoured
1375,Virginia Black,7.38,6,2,Bourbon-like,R2,USA,Bourbon
1376,Yellowstone Limited Edition (all vintages),6.19,4,5,Bourbon-like,R3,USA,Bourbon
